season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,status,exit_week,exit_week_inferred,week,judge_total,num_judges,zero_placeholder,active
7,Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
7,Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
7,Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,1st Place,1,finalist,10,1,9,24.5,3,0,1
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,finalist,11,1,9,28.0,3,0,1
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,eliminated,3,0,9,,0,1,0
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,eliminated,10,0,9,23.0,3,0,1
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,finalist,11,1,9,28.0,3,0,1
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,eliminated,2,0,9,,0,1,0
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,eliminated,9,0,9,26.0,3,0,1
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,eliminated,4,0,9,,0,1,0
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,finalist,11,1,9,28.5,3,0,1
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,eliminated,1,0,9,,0,1,0
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,eliminated,3,0,9,,0,1,0
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,eliminated,6,0,9,,0,1,0
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,eliminated,7,0,9,,0,1,0
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,eliminated,4,0,9,,0,1,0
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,eliminated,5,0,9,,0,1,0
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,eliminated,9,0,9,27.0,3,0,1
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,eliminated,2,0,9,,0,1,0
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,withdrew,3,1,9,,0,1,0
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,eliminated,1,0,9,,0,1,0
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,finalist,10,1,9,28.9999,3,0,1
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,finalist,10,1,9,24.666600000000003,3,0,1
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,finalist,10,1,9,25.9998,3,0,1
10,Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
10,Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
10,Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
10,Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,Eliminated Week 3,10,eliminated,3,0,9,,0,1,0
10,Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,Eliminated Week 9,4,eliminated,9,0,9,26.0,3,0,1
10,Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,2nd Place,2,finalist,10,1,9,29.5,3,0,1
10,Pamela Anderson,Damian Whitewood,Model,,Canada,42,Eliminated Week 7,6,eliminated,7,0,9,,0,1,0
10,Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,1st Place,1,finalist,10,1,9,29.5,3,0,1
10,Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,3rd Place,3,finalist,10,1,9,28.0,3,0,1
10,Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,Eliminated Week 5,8,eliminated,5,0,9,,0,1,0
10,Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,Eliminated Week 6,7,eliminated,6,0,9,,0,1,0
11,David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,Eliminated Week 1,12,eliminated,1,0,9,,0,1,0
11,Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,Eliminated Week 5,8,eliminated,5,0,9,,0,1,0
11,Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,2nd Place,2,finalist,10,1,9,29.0,3,0,1
11,Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,1st Place,1,finalist,10,1,9,30.0,3,0,1
11,Rick Fox,Cheryl Burke,Athlete,,Canada,41,Eliminated Week 7,6,eliminated,7,0,9,,0,1,0
11,Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
11,Margaret Cho,Louis van Amstel,Comedian,California,United States,41,Eliminated Week 3,10,eliminated,3,0,9,,0,1,0
11,Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
11,Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,Eliminated Week 9,4,eliminated,9,0,9,28.5,3,0,1
11,The Situation,Karina Smirnoff,TV Personality,New York,United States,28,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
11,Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,Eliminated Week 6,7,eliminated,6,0,9,,0,1,0
11,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,3rd Place,3,finalist,10,1,9,26.5,3,0,1
12,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,eliminated,9,0,9,24.0,3,0,1
12,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,finalist,10,1,9,36.5,3,0,1
12,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,finalist,10,1,9,27.0,3,0,1
12,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,finalist,10,1,9,30.0,3,0,1
12,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
12,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,eliminated,6,0,9,,0,1,0
12,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,eliminated,5,0,9,,0,1,0
12,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
12,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
12,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,eliminated,3,0,9,,0,1,0
12,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,eliminated,7,0,9,,0,1,0
13,Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
13,David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,Eliminated Week 7,6,eliminated,7,0,9,,0,1,0
13,Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,3rd Place,3,finalist,10,1,9,33.4999,3,0,1
13,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,1st Place,1,finalist,10,1,9,28.0,3,0,1
13,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,Eliminated Week 1,12,eliminated,1,0,9,,0,1,0
13,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,Eliminated Week 9,4,eliminated,9,0,9,24.4998,3,0,1
13,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
13,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,Eliminated Week 3,10,eliminated,3,0,9,,0,1,0
13,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,Eliminated Week 5,8,eliminated,5,0,9,,0,1,0
13,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,Eliminated Week 6,7,eliminated,6,0,9,,0,1,0
13,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
13,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,2nd Place,2,finalist,10,1,9,32.4998,3,0,1
14,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,3rd Place,3,finalist,10,1,9,29.0,3,0,1
14,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
14,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
14,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
14,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
14,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
14,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
14,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,1st Place,1,finalist,10,1,9,28.5,3,0,1
14,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
14,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
14,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,2nd Place,2,finalist,10,1,9,28.0,3,0,1
14,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,Eliminated Week 9,4,eliminated,9,0,9,29.5,3,0,1
15,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
15,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
15,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,Eliminated Week 8,7,eliminated,8,0,9,,0,1,0
15,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,3rd Place,3,finalist,10,1,9,27.110999999999997,3,0,1
15,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,Eliminated Week 9,5,eliminated,9,0,9,28.611,3,0,1
15,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,Eliminated Week 9,4,eliminated,9,0,9,27.0,3,0,1
15,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,2nd Place,2,finalist,10,1,9,29.5,3,0,1
15,Pamela Anderson,Tristan MacManus,Model,,Canada,45,Eliminated Week 1,13,eliminated,1,0,9,,0,1,0
15,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,Eliminated Week 3,10,eliminated,3,0,9,,0,1,0
15,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
15,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
15,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,Eliminated Week 4,9,eliminated,4,0,9,,0,1,0
15,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,1st Place,1,finalist,10,1,9,28.7777,3,0,1
16,Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,Eliminated Week 9,5,eliminated,9,0,9,25.5,3,0,1
16,Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,2nd Place,2,finalist,10,1,9,27.5,3,0,1
16,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,Withdrew,12,withdrew,2,1,9,,0,1,0
16,Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
16,Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,Eliminated Week 10,4,eliminated,10,0,9,29.5,3,0,1
16,Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,3rd Place,3,finalist,10,1,9,29.5,3,0,1
16,D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
16,Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
16,Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
16,Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,1st Place,1,finalist,10,1,9,29.0,3,0,1
16,Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
16,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
17,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
17,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,Eliminated Week 8,7,eliminated,8,0,9,,0,1,0
17,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,Eliminated Week 9,6,eliminated,9,0,9,28.0,3,0,1
17,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,Eliminated Week 10,5,eliminated,10,0,9,27.0,3,0,1
17,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,2nd Place,2,finalist,11,1,9,29.0,3,0,1
17,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,1st Place,1,finalist,11,1,9,25.5,3,0,1
17,Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
17,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,Eliminated Week 11,4,eliminated,11,0,9,21.0,3,0,1
17,Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
17,"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,Eliminated Week 7,8,eliminated,7,0,9,,0,1,0
17,Jack Osbourne,Cheryl Burke,TV Personality,,England,27,3rd Place,3,finalist,11,1,9,27.0,3,0,1
17,Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
18,Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,Withdrew,10,withdrew,2,1,9,,0,1,0
18,Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
18,James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,Eliminated Week 10,4,eliminated,10,0,9,38.0,4,0,1
18,Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,3rd Place,3,finalist,10,1,9,36.0,4,0,1
18,Sean Avery,Karina Smirnoff,Athlete,,Canada,33,Eliminated Week 2,11,eliminated,2,0,9,,0,1,0
18,Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
18,Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,Eliminated Week 9,5,eliminated,9,0,9,38.0,4,0,1
18,Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,2nd Place,2,finalist,10,1,9,39.0,4,0,1
18,Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,1st Place,1,finalist,10,1,9,40.0,4,0,1
18,Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
18,Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
18,NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
19,Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,eliminated,7,0,9,,0,1,0
19,Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,eliminated,6,0,9,,0,1,0
19,Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,eliminated,9,0,9,35.0,4,0,1
19,Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,finalist,11,1,9,38.5,4,0,1
19,Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,finalist,11,1,9,38.5,4,0,1
19,Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,eliminated,1,0,9,,0,1,0
19,Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
19,Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,eliminated,10,0,9,28.5,4,0,1
19,Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
19,Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,eliminated,8,0,9,,0,1,0
19,Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
19,Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,eliminated,11,0,9,37.0,4,0,1
19,Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,finalist,11,1,9,36.5,4,0,1
20,Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,eliminated,5,0,9,,0,1,0
20,Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
20,Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,finalist,10,1,9,40.0,4,0,1
20,Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,finalist,10,1,9,39.0,4,0,1
20,Nastia Liukin,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,eliminated,9,0,9,40.0,4,0,1
20,Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
20,Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
20,Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
20,Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,finalist,10,1,9,38.0,4,0,1
20,Redfoo,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
20,Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,eliminated,6,0,9,,0,1,0
20,Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,eliminated,8,0,9,,0,1,0
21,Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,Eliminated Week 4,10,eliminated,4,0,9,,0,1,0
21,Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,Eliminated Week 9,6,eliminated,9,0,9,30.0,3,0,1
21,Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,Eliminated Week 11,4,eliminated,11,0,9,27.0,3,0,1
21,Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
21,Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,3rd Place,3,finalist,11,1,9,25.5,3,0,1
21,Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,Eliminated Week 2,13,eliminated,2,0,9,,0,1,0
21,Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,Eliminated Week 8,7,eliminated,8,0,9,,0,1,0
21,Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,Withdrew,5,withdrew,9,1,9,24.5,3,0,1
21,Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,2nd Place,2,finalist,11,1,9,27.5,3,0,1
21,Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,Eliminated Week 7,8,eliminated,7,0,9,,0,1,0
21,Bindi Irwin,Derek Hough,TV Personality,,Australia,17,1st Place,1,finalist,11,1,9,30.0,3,0,1
21,Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,Withdrew,11,withdrew,2,1,9,,0,1,0
21,Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,Eliminated Week 6,9,eliminated,6,0,9,,0,1,0
22,Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,Eliminated Week 3,11,eliminated,3,0,9,,0,1,0
22,Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,Eliminated Week 7,8,eliminated,7,0,9,,0,1,0
22,Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,Eliminated Week 8,6,eliminated,8,0,9,,0,1,0
22,Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,Eliminated Week 6,9,eliminated,6,0,9,,0,1,0
22,Von Miller,Witney Carson,Athlete,Texas,United States,27,Eliminated Week 7,7,eliminated,7,0,9,,0,1,0
22,Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,Eliminated Week 9,5,eliminated,9,0,9,27.5,3,0,1
22,Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,2nd Place,2,finalist,10,1,9,29.5,3,0,1
22,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,Eliminated Week 2,12,eliminated,2,0,9,,0,1,0
22,Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,1st Place,1,finalist,10,1,9,28.5,3,0,1
22,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,3rd Place,3,finalist,10,1,9,28.0,3,0,1
